id,category_id
22845715,34111
22849548,34111
22856179,34111
23151386,34111
23309342,34111
23508615,16623
23610014,16623
23622427,34111
23676924,16623
23802762,34111
23860728,34111
23923346,16623
23930215,34111
24099134,34111
24111574,16623
24114494,34111
24271797,34111
24336160,34111
24398072,34111
24470967,34111
24518672,34111
24546834,34111
24580740,34111
24618811,34111
24621494,34111
24666242,16623
24691193,34111
24747466,34111
24890810,34111
24927080,34111
24942749,34111
25041723,16623
25070613,34111
25083308,34111
25150402,34111
25192399,34111
25218030,34111
25248239,16623
25318812,34111
25347161,34111
25448214,16623
25455564,34111
25601589,16623
25631631,34111
25632034,16623
25633346,34111
25676843,34111
25680635,16623
25822961,34111
25823184,34111
25870421,34111
25902115,34111
25964207,34111
26180580,34111
26196188,34111
26197252,34111
26311554,34111
26334371,34111
26344205,34111
26383120,34111
26434750,34111
26520216,34111
26547567,16623
26583317,34111
26586815,34111
26640309,34111
26862032,34111
26929762,34111
27067004,34111
27092639,34111
27126884,34111
27148778,34111
27205219,16623
27218501,34111
27312437,34111
27319257,34111
27327415,16623
27336184,34111
27354178,34111
27356143,34111
27451306,34111
27502265,34111
27622191,34111
27656500,34111
27737826,34111
27749858,34111
27763227,16623
27795065,16623
27855812,34111
27875382,34111
27913937,16623
27981854,16623
28114006,34111
28169248,34111
28226403,34111
28276856,34111
28310679,34111
28381086,34111
28385912,34111
28445271,34111
28543120,34111
28549901,16623
28557185,34111
28575793,34111
28579753,34111
28594421,34111
28712724,34111
28750959,34111
28751639,34111
28801912,34111
29036955,34111
29057192,34111
29058769,16623
29124612,16623
29131024,34111
29140350,34111
29282482,34111
29350959,34111
29567595,34111
29641515,34111
29826569,34111
29861425,34111
29887069,34111
30192801,34111
30219683,34111
30352775,34111
30464647,34111
30566505,34111
30574849,16623
30612012,16623
30840424,16623
31126178,34111
31172224,34111
31181653,34111
31210614,34111
31304015,34111
31322590,34111
31387123,16623
31418785,34111
31474533,34111
31514952,34111
31548684,34111
31578514,34111
31603386,34111
31698842,34111
31701373,34111
31775848,34111
31919318,34111
31960802,34111
32001920,34111
32027701,34111
32060211,34111
32118528,34111
32183728,16623
32240235,16623
32506041,34111
32585366,34111
32586788,34111
32633164,34111
32656866,16623
32822285,34111
32856163,34111
32963115,34111
33042981,34111
33054891,34111
33131687,34111
33235468,34111
33322848,34111
33341664,34111
33609164,34111
33647758,34111
33900583,34111
34040914,34111
34056340,34111
34062398,34111
34100243,34111
34160199,34111
34181083,16623
34272444,34111
34308325,34111
34314740,34111
34339563,34111
34353064,34111
34358804,34111
34382520,34111
34401335,34111
34471218,34111
34487622,34111
34508404,34111
34526007,34111
34526435,34111
34593543,34111
34646471,34111
34669326,34111
34775327,34111
34899639,34111
34961292,34111
34970691,34111
34979719,34111
35112712,34111
35145062,34111
35162161,34111
35173108,16623
35186156,34111
35234921,34111
35363887,34111
35465073,34111
35565949,34111
35573133,16623
35575795,16623
35626222,34111
35658505,34111
35761226,16623
35838938,16623
35870580,34111
35950023,34111
35977366,34111
35985790,34111
36022328,34111
36024732,16623
36247575,16623
36301949,16623
36336290,34111
36357014,16623
36469303,34111
36470824,34111
36480336,34111
36565779,34111
36658442,34111
36662621,34111
36713024,34111
36759356,34111
36834010,34111
37009797,34111
37062843,34111
37137132,16623
37249451,34111
37268604,16623
37293114,16623
37330122,34111
37383059,34111
37400820,34111
37437341,34111
37451688,34111
37483541,34111
37525455,34111
37620936,16623
37749686,34111
37875677,34111
37883000,34111
37906248,34111
37946258,34111
37983238,34111
37997431,34111
38014060,34111
38024754,34111
38042223,34111
38103025,34111
38155654,34111
38220742,34111
38276563,34111
38364325,34111
38419033,34111
38484397,34111
38545314,34111
38578318,16623
38649595,34111
38680862,34111
38715413,34111
38726181,34111
38853038,34111
38877772,34111
38969836,34111
39009599,34111
39113950,34111
39196902,34111
39325320,34111
39367238,34111
39478039,16623
39488317,34111
39644673,34111
39688960,16623
39773109,16623
39787888,34111
39895221,34111
39933169,34111
40058084,34111
40078046,34111
40126730,16623
40168491,34111
40357433,34111
40471636,34111
40509284,34111
40539176,34111
40608197,16623
40725159,34111
40739682,34111
40767472,34111
40775114,34111
40793567,34111
40878580,34111
40890924,34111
40970640,34111
41060589,34111
41247852,34111
41258959,34111
41387330,34111
41439134,34111
41488247,34111
41527006,34111
41586115,34111
41642074,34111
41675885,34111
41690158,34111
41711137,34111
41758712,34111
41768045,16623
41818283,34111
41824910,34111
41903453,34111
41963628,16623
41980320,16623
42040282,34111
42043073,34111
42051345,34111
42059425,34111
42112059,34111
42249063,34111
42259443,34111
42288010,34111
42304135,34111
42327659,34111
42362961,34111
42404243,34111
42431552,34111
42518063,34111
42552501,34111
42564563,34111
42573370,16623
42641746,16623
42685302,16623
42743647,16623
42810653,34111
42981708,34111
43060167,34111
43093728,34111
43109750,34111
43154223,34111
43204104,34111
43207718,34111
43253578,34111
43259275,34111
43285111,34111
43292918,34111
43359090,16623
43448425,34111
43485777,34111
43503891,34111
43524606,16623
43578442,34111
43633863,34111
43645564,34111
43714640,16623
43728785,34111
43834095,34111
43855985,34111
43878189,34111
43886241,16623
44003469,34111
44008246,34111
44168136,16623
44218920,34111
44233065,16623
44233647,34111
44325383,34111
44332282,34111
44344904,34111
44387594,16623
44391648,34111
44610039,34111
44616677,34111
44647365,34111
44669351,34111
44684303,34111
44692236,34111
44724054,34111
44845068,34111
44964205,34111
45026070,16623
45089348,34111
45152327,16623
45198509,16623
45434173,34111
45450298,34111
45506625,34111
45561663,34111
45579323,34111
45704290,34111
45706945,34111
45782503,34111
45830028,34111
45875351,34111
45952523,34111
45961854,34111
45966396,34111
45982371,16623
46046689,34111
46277818,34111
46481551,34111
46509747,16623
46529936,16623
46544280,34111
46634768,34111
46665375,34111
46777470,34111
46965144,16623
47006627,34111
47102431,34111
47134109,34111
47344743,34111
47439051,34111
47476431,16623
47538556,34111
47651169,34111
47657996,34111
47666790,34111
47667597,34111
47676021,34111
47693473,34111
47716263,34111
47757179,34111
47772456,34111
47795011,34111
47987744,34111
48033970,34111
48058598,34111
48084143,34111
48219659,34111
48260801,34111
48319607,16623
48331095,34111
48427854,34111
48477005,34111
48480417,16623
48603961,34111
48630808,34111
48703367,34111
48735994,34111
48745581,34111
48887909,34111
48966421,34111
48977760,16623
49258463,34111
49285069,34111
49302999,34111
49394479,16623
49399784,34111
49465290,16623
49512498,34111
49733001,16623
49776148,34111
49859039,34111
49866350,34111
49881503,34111
49936774,16623
49939386,34111
50030551,34111
50049299,34111
50141880,34111
50274547,34111
50281504,34111
50327703,34111
50346529,34111
50405982,16623
50412279,34111
50424159,34111
50452605,34111
50555388,34111
50630354,34111
50727054,34111
50755483,34111
50861169,34111
51033017,16623
51070198,34111
51089783,34111
51123460,34111
51232298,34111
51256157,34111
51283127,34111
51333441,34111
51346504,34111
51364641,34111
51426398,34111
51454039,34111
51460821,34111
51487402,34111
51503821,34111
51525759,16623
51605649,16623
51611328,34111
51803910,34111
51813081,34111
51833116,34111
51836077,34111
51873419,34111
51932118,34111
51965445,34111
52051601,34111
52093754,34111
52134762,16623
52138939,34111
52258522,16623
52274740,34111
52283134,34111
52304221,34111
52371626,16623
52399083,34111
52399261,34111
52416702,16623
52424158,16623
52431062,34111
52455032,34111
52458080,34111
52475739,34111
52716186,34111
52725496,34111
52727290,34111
52826398,34111
52855461,34111
52927990,34111
53029294,34111
53035737,34111
53052682,34111
53100934,34111
53293120,34111
53311381,34111
53354920,34111
53457259,34111
53468758,16623
53476028,34111
53832687,34111
53851884,34111
53859517,34111
53877558,34111
53908759,34111
53918231,16623
53958266,34111
54037727,34111
54084193,34111
54166839,16623
54169142,34111
54169356,34111
54174950,34111
54282139,34111
54328152,16623
54407518,34111
54429558,34111
54435877,34111
54444313,34111
54461044,34111
54464539,34111
54474975,34111
54488366,34111
54539185,16623
54588118,34111
54643892,34111
54660632,34111
54713309,34111
54984546,16623
55245530,34111
55260187,34111
55262308,16623
55267444,34111
55351070,34111
55400198,34111
55463749,34111
55483126,16623
55595974,34111
55683632,34111
55761848,34111
55903792,34111
56002787,34111
56039080,16623
56129335,34111
56147472,34111
56287770,34111
56363637,34111
56393487,34111
56522902,34111
56559958,34111
56632172,34111
56689867,34111
56726146,34111
56789003,34111
56828964,34111
56951239,34111
57066537,34111
57092718,34111
57198542,34111
57260082,16623
57324841,34111
57330834,34111
57447870,16623
57622282,34111
57782557,16623
57815259,16623
57842035,16623
57865663,16623
58061625,34111
58088379,34111
58109098,34111
58144137,34111
58161531,34111
58163516,16623
58317076,34111
58392428,16623
58572458,34111
58584934,34111
58605960,34111
58609178,34111
58714604,16623
59016814,34111
59095742,34111
59096343,34111
59133378,34111
59428511,34111
59460698,34111
59494738,34111
59517785,34111
59542449,34111
59555041,34111
59596008,34111
59624783,34111
59742655,34111
59781833,34111
59810612,34111
60040635,34111
60113941,34111
60320502,34111
60324740,34111
60430434,34111
60490679,34111
60620281,34111
60850762,16623
60888305,34111
61027846,34111
61147531,34111
61302382,34111
61483162,34111
61521434,34111
61532286,34111
61632456,34111
61682545,34111
61737058,34111
61847412,34111
61953474,34111
61962312,16623
61991433,34111
62105790,34111
62301473,34111
62468998,16623
62522691,16623
62564739,34111
62657861,34111
62679672,16623
62813236,34111
62869808,34111
62967231,34111
62970953,34111
63186060,16623
63234013,34111
63324442,34111
63329787,16623
63359993,34111
63415506,34111
63427221,34111
63436757,34111
63438607,34111
63484050,16623
63533361,34111
63594075,34111
63598409,34111
63603923,34111
63671828,34111
63677767,34111
63743246,16623
63800287,34111
63833669,34111
63926366,34111
63931528,34111
63978555,34111
64028171,34111
64043442,34111
64122802,34111
64180362,34111
64280238,34111
64372131,34111
64674969,34111
64817498,34111
64828215,34111
64851022,34111
64916132,34111
64995355,34111
65000645,34111
65010573,34111
65038447,34111
65122974,34111
65336456,34111
65351458,34111
65376396,16623
65377842,34111
65454727,34111
65598085,34111
65662771,34111
65745358,34111
65922717,34111
65928189,16623
65947908,34111
66011822,34111
66037198,34111
66096061,16623
66117206,34111
66157191,34111
66178909,34111
66292084,34111
66401401,34111
66455186,34111
66481977,34111
66491183,34111
66554970,16623
66722882,34111
66797473,34111
66807749,34111
66898812,34111
66938238,34111
66940090,34111
66963101,34111
66996703,34111
67104447,34111
67134493,34111
67147957,34111
67237073,34111
67238481,34111
67238814,34111
67268148,34111
67273702,34111
67278865,34111
67468281,34111
67660221,34111
67721344,34111
67733525,34111
67770194,34111
67837180,34111
68263552,34111
68291722,34111
68306696,34111
68319254,34111
68387167,34111
68400067,34111
68624487,16623
68646526,34111
68834549,16623
68848598,34111
68864063,34111
68976926,16623
69065265,16623
69067360,34111
69072466,34111
69086145,34111
69202111,34111
69210226,34111
69352222,34111
69365504,34111
69469374,34111
69688615,34111
69767373,34111
69796598,34111
69865488,34111
69970658,34111
70010518,34111
70090652,34111
70109558,34111
70113412,16623
70125306,34111
70160353,34111
70189669,34111
70346999,34111
70415448,34111
70427081,16623
70633420,34111
70788398,34111
70791121,34111
70823113,34111
70859385,34111
70882901,34111
70968704,34111
71062495,16623
71097834,34111
71172838,34111
71274251,34111
71476455,34111
71502796,34111
71513897,34111
71563990,16623
71609237,34111
71663736,16623
71754987,16623
72018283,34111
72034318,34111
72049652,34111
72061841,34111
72091968,34111
72144907,16623
72181601,34111
72276995,34111
72280414,34111
72348627,34111
72354626,16623
72387440,34111
72400883,34111
72413930,34111
72460277,16623
72546151,34111
72645379,34111
72732846,34111
72986266,34111
73007813,34111
73010051,34111
73062022,34111
73505871,34111
73539367,34111
73542332,34111
73615511,34111
73703871,34111
73748273,34111
74076487,34111
74158727,34111
74159922,34111
74265915,34111
74312313,34111
74335960,34111
74438897,16623
74443729,34111
74444677,34111
74522433,34111
74584558,34111
74623392,34111
74864364,34111
74865464,34111
74904749,16623
74930015,34111
75067177,34111
75203639,34111
75433343,34111
75447340,34111
75460906,34111
75496685,16623
75708796,34111
75796330,34111
75807059,34111
75852609,34111
75899650,34111
75925208,34111
75967519,34111
76059815,16623
76102179,34111
76185891,34111
76228722,34111
76283865,16623
76379492,34111
76487502,34111
76503406,34111
76588018,34111
76641963,34111
76647329,34111
76708500,34111
76798424,34111
76818653,34111
76836823,16623
76840083,34111
76859561,34111
77190742,34111
77191584,34111
77245694,34111
77290930,16623
77325089,34111
77359673,34111
77390223,16623
77630134,34111
77673217,34111
77700743,16623
77706166,34111
77715136,34111
77824134,34111
77827088,16623
77875555,34111
77890562,34111
77954066,16623
77959806,34111
78026620,34111
78084932,34111
78127284,34111
78133975,34111
78139729,34111
78281184,34111
78288876,34111
78303016,34111
78330575,34111
78336338,34111
78485613,16623
78545253,34111
78561916,34111
78743370,34111
78876358,16623
78891239,34111
78958726,34111
79043103,16623
79056007,34111
79264614,34111
79282474,34111
79377763,34111
79432384,16623
79496736,34111
79572178,34111
79608266,34111
79766294,34111
79778234,34111
79814071,34111
79817226,34111
79838352,34111
79981151,34111
80031479,16623
80053734,34111
80088159,34111
80110180,16623
80125700,34111
80224486,34111
80303643,34111
80348945,34111
80389309,34111
80491832,16623
80543316,34111
80561852,34111
80608948,34111
80635579,34111
80695968,34111
80754340,16623
80855846,34111
80900545,34111
80939561,34111
80962182,34111
80974374,34111
80997193,34111
81137481,16623
81243406,34111
81506035,34111
81687254,34111
81713063,34111
81734469,34111
81770838,16623
81788485,34111
81790415,34111
81795483,34111
81852469,34111
81927120,34111
81962827,34111
82014561,34111
82040536,34111
82129317,34111
82133670,34111
82250406,34111
82292082,34111
82292965,34111
82435951,34111
82570469,34111
82587863,34111
82680224,34111
82741017,34111
82870944,34111
83082466,34111
83090341,34111
83118460,34111
83221532,16623
83254566,16623
83258631,34111
83341970,34111
83389140,34111
83398375,16623
83428100,34111
83466893,34111
83518855,16623
83549172,34111
83680320,16623
83795464,34111
83926496,34111
84065553,34111
84136418,34111
84145493,34111
84201762,34111
84336378,16623
84487508,34111
84621442,16623
84677741,16623
84683798,34111
84694620,16623
84695395,16623
84695660,16623
84728237,16623
84752625,34111
84829745,34111
84862304,34111
84897676,34111
84965432,34111
85097311,34111
85115241,34111
85124620,34111
85188597,34111
85302491,34111
85339300,16623
85356015,16623
85427047,16623
85622569,16623
85674679,16623
85879794,34111
85938304,16623
86059287,34111
86063762,34111
86146958,34111
86222753,34111
86225013,34111
86278519,16623
86299110,34111
86304742,16623
86338968,34111
86383157,34111
86403219,34111
86460605,34111
86499347,34111
86814370,34111
86838410,34111
86898386,34111
86981886,34111
87044542,34111
87073401,34111
87127147,34111
87164269,34111
87279079,34111
87348899,34111
87350264,34111
87362007,34111
87385304,34111
87450898,34111
87544972,34111
87595956,34111
87607360,34111
87727892,34111
87780978,34111
87802726,34111
87864892,34111
87912233,34111
87970212,34111
88191250,34111
88220158,34111
88228783,34111
88250128,16623
88270741,34111
88415512,16623
88492425,34111
88755371,34111
88812227,34111
88998927,34111
89091583,34111
89130427,34111
89182759,34111
89224436,34111
89239821,34111
89294245,16623
89452648,34111
89468552,34111
89476648,34111
89477114,34111
89477586,34111
89494669,34111
89509827,34111
89533571,34111
89565130,34111
89594395,34111
89598120,34111
89618946,16623
89638870,34111
89678019,34111
89756927,34111
89854378,34111
89856471,34111
89871716,34111
89940781,34111
89955043,16623
89992771,16623
90000853,34111
90046245,34111
90225345,16623
90323284,16623
90324498,34111
90372812,34111
90443201,34111
90498554,34111
90556494,34111
90589492,34111
90629541,34111
90652224,16623
90704310,16623
90713638,34111
90750233,34111
90763360,34111
90864981,34111
90876855,34111
90968785,34111
91015123,34111
91099883,34111
91157574,34111
91206300,34111
91214490,34111
91304237,34111
91311497,34111
91496819,34111
91504854,34111
91528338,34111
91611837,34111
91618844,34111
91680319,34111
91720488,34111
91772333,16623
91775108,34111
91799917,34111
91809772,34111
91836782,34111
91853489,16623
91885826,34111
91923238,34111
91943655,34111
91959152,34111
91985002,34111
91994275,16623
92052355,34111
92074925,34111
92105880,34111
92113824,16623
92229329,16623
92229338,34111
92265042,16623
92301105,34111
92368704,34111
92510050,34111
92548255,16623
92568470,16623
92573422,16623
92576505,34111
92677144,34111
92711221,34111
92711810,34111
92745336,16623
93090068,34111
93114675,34111
93185504,16623
93223765,34111
93300792,34111
93317171,34111
93345926,16623
93353211,34111
93357807,34111
93434443,34111
93561231,34111
93580870,34111
93608146,34111
93755294,34111
93783143,34111
93783481,16623
93812760,34111
93833724,34111
93922917,16623
93926450,16623
94033324,34111
94068155,34111
94077315,34111
94085341,34111
94118546,34111
94120255,34111
94168680,34111
94237897,34111
94277745,34111
94324703,34111
94364865,16623
94523938,34111
94581100,34111
94625269,34111
94752508,34111
94802016,34111
94819255,34111
94821154,34111
94828317,34111
94882013,34111
94898056,34111
94920609,34111
95040009,34111
95102582,34111
95108715,16623
95171252,34111
95434220,34111
95496451,34111
95557087,34111
95592817,34111
95610833,16623
95611539,34111
95662424,34111
95701552,34111
95765526,34111
95841642,34111
95861329,16623
95933592,34111
96015502,34111
96025758,34111
96070955,34111
96081697,16623
96114551,34111
96194186,34111
96250319,16623
96362574,34111
96417512,34111
96436310,34111
96439057,34111
96461704,34111
96499532,34111
96506542,16623
96569186,34111
96737971,34111
96910230,34111
96921915,34111
97015308,34111
97112650,34111
97160152,34111
97209077,16623
97217059,34111
97232896,34111
97234424,34111
97274114,34111
97325029,34111
97398348,34111
97431006,34111
97446019,34111
97447684,34111
97501821,34111
97620874,34111
97672702,34111
97681352,34111
97999492,34111
98114780,34111
98143590,34111
98319707,34111
98327556,16623
98440792,34111
98489344,16623
98502585,34111
98755969,34111
98767045,34111
98837040,16623
98917602,34111
98918134,34111
98919444,34111
98953816,34111
98986231,34111
99071606,34111
99083037,34111
99097775,34111
99118541,34111
99215493,34111
99386341,34111
99459624,34111
99511756,16623
99523116,16623
99583215,34111
99612511,34111
99667651,34111
99776112,16623
99844666,34111
99966278,34111
